id,category,question,context,answer,doc_len
2501,Período de Disciplina,adsd é ministrada em qual semestre do curso?,,"adsd é uma optativa, então você poderá cursar a partir do período 6",8
2502,Período de Disciplina,Em qual período eu curso adsd,,"adsd é uma optativa, então você poderá cursar a partir do sexto período",6
2503,Período de Disciplina,Avaliação de Desempenho de Sistemas Discretos é de qual período?,,"Avaliação de Desempenho de Sistemas Discretos é uma optativa, então você poderá cursar a partir do semestre 6",10
2504,Período de Disciplina,"De acordo com o fluxograma, Avaliação de Desempenho de Sistemas Discretos é de qual período?",,"Avaliação de Desempenho de Sistemas Discretos é uma optativa, então você poderá cursar a partir do sexto semestre",15
2505,Período de Disciplina,ADSD é de qual período?,,"ADSD é uma optativa, então você poderá cursar a partir do semestre 6",5
2506,Período de Disciplina,"De acordo com o fluxograma, ADSD é de qual período?",,"ADSD é uma optativa, então você poderá cursar a partir do sexto semestre",10
2507,Período de Disciplina,adsd é de qual período?,,"adsd é uma optativa, então você poderá cursar a partir do semestre 6",5
2508,Período de Disciplina,"De acordo com o fluxograma, adsd é de qual período?",,"adsd é uma optativa, então você poderá cursar a partir do sexto semestre",10
2509,Período de Disciplina,Em qual semestre posso cursar Avaliação de Desempenho de Sistemas Discretos?,,De acordo com o Plano Pedagógico do Curso Avaliação de Desempenho de Sistemas Discretos é uma optativa então você poderá cursar a partir do período 6,11
2510,Período de Disciplina,Qual o semestre de Avaliação de Desempenho de Sistemas Discretos,,De acordo com o Plano Pedagógico do Curso Avaliação de Desempenho de Sistemas Discretos é uma optativa então você poderá cursar a partir do sexto período,10
2511,Período de Disciplina,Em qual semestre posso cursar ADSD?,,De acordo com o Plano Pedagógico do Curso ADSD é uma optativa então você poderá cursar a partir do período 6,6
2512,Período de Disciplina,Qual o semestre de ADSD,,De acordo com o Plano Pedagógico do Curso ADSD é uma optativa então você poderá cursar a partir do sexto período,5
2513,Período de Disciplina,Em qual semestre posso cursar adsd?,,De acordo com o Plano Pedagógico do Curso adsd é uma optativa então você poderá cursar a partir do período 6,6
2514,Período de Disciplina,Qual o semestre de adsd,,De acordo com o Plano Pedagógico do Curso adsd é uma optativa então você poderá cursar a partir do sexto período,5
2515,Período de Disciplina,Banco de Dados 2 é de qual período?,,"Banco de Dados 2 é uma optativa, então você poderá cursar a partir do período 6",8
2516,Período de Disciplina,Em qual período eu curso Banco de Dados 2,,"Banco de Dados 2 é uma optativa, então você poderá cursar a partir do sexto período",9
2517,Período de Disciplina,BD2 é de qual período?,,"BD2 é uma optativa, então você poderá cursar a partir do período 6",5
2518,Período de Disciplina,Em qual período eu curso BD2,,"BD2 é uma optativa, então você poderá cursar a partir do sexto período",6
2519,Período de Disciplina,bd2 é de qual período?,,"bd2 é uma optativa, então você poderá cursar a partir do período 6",5
2520,Período de Disciplina,Em qual período eu curso bd2,,"bd2 é uma optativa, então você poderá cursar a partir do sexto período",6
2521,Período de Disciplina,"De acordo com o fluxograma, Banco de Dados 2 é de qual período?",,"Banco de Dados 2 é uma optativa, então você poderá cursar a partir do semestre 6",13
2522,Período de Disciplina,Em qual semestre posso cursar Banco de Dados 2?,,"Banco de Dados 2 é uma optativa, então você poderá cursar a partir do sexto semestre",9
2523,Período de Disciplina,"De acordo com o fluxograma, BD2 é de qual período?",,"BD2 é uma optativa, então você poderá cursar a partir do semestre 6",10
2524,Período de Disciplina,Em qual semestre posso cursar BD2?,,"BD2 é uma optativa, então você poderá cursar a partir do sexto semestre",6
2525,Período de Disciplina,"De acordo com o fluxograma, bd2 é de qual período?",,"bd2 é uma optativa, então você poderá cursar a partir do semestre 6",10
2526,Período de Disciplina,Em qual semestre posso cursar bd2?,,"bd2 é uma optativa, então você poderá cursar a partir do sexto semestre",6
2527,Período de Disciplina,Qual o semestre de Banco de Dados 2,,De acordo com o Plano Pedagógico do Curso Banco de Dados 2 é uma optativa então você poderá cursar a partir do período 6,8
2528,Período de Disciplina,Banco de Dados 2 é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso Banco de Dados 2 é uma optativa então você poderá cursar a partir do sexto período,11
2529,Período de Disciplina,Qual o semestre de BD2,,De acordo com o Plano Pedagógico do Curso BD2 é uma optativa então você poderá cursar a partir do período 6,5
2530,Período de Disciplina,BD2 é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso BD2 é uma optativa então você poderá cursar a partir do sexto período,8
2531,Período de Disciplina,Qual o semestre de bd2,,De acordo com o Plano Pedagógico do Curso bd2 é uma optativa então você poderá cursar a partir do período 6,5
2532,Período de Disciplina,bd2 é ministrada em qual semestre do curso?,,De acordo com o Plano Pedagógico do Curso bd2 é uma optativa então você poderá cursar a partir do sexto período,8
2533,Período de Disciplina,"De acordo com o fluxograma, Ciência de Dados Descritiva é de qual período?",,"Ciência de Dados Descritiva é uma optativa, então você poderá cursar a partir do período 6",13
2534,Período de Disciplina,Em qual período eu curso Ciência de Dados Descritiva,,"Ciência de Dados Descritiva é uma optativa, então você poderá cursar a partir do sexto período",9
2535,Período de Disciplina,"De acordo com o fluxograma, CDD é de qual período?",,"CDD é uma optativa, então você poderá cursar a partir do período 6",10
2536,Período de Disciplina,Em qual período eu curso CDD,,"CDD é uma optativa, então você poderá cursar a partir do sexto período",6
2537,Período de Disciplina,"De acordo com o fluxograma, cdd é de qual período?",,"cdd é uma optativa, então você poderá cursar a partir do período 6",10
2538,Período de Disciplina,Em qual período eu curso cdd,,"cdd é uma optativa, então você poderá cursar a partir do sexto período",6
2539,Período de Disciplina,Ciência de Dados Descritiva é ministrada em qual semestre do curso?,,"Ciência de Dados Descritiva é uma optativa, então você poderá cursar a partir do semestre 6",11
2540,Período de Disciplina,Em qual semestre posso cursar Ciência de Dados Descritiva?,,"Ciência de Dados Descritiva é uma optativa, então você poderá cursar a partir do sexto semestre",9
2541,Período de Disciplina,CDD é ministrada em qual semestre do curso?,,"CDD é uma optativa, então você poderá cursar a partir do semestre 6",8
2542,Período de Disciplina,Em qual semestre posso cursar CDD?,,"CDD é uma optativa, então você poderá cursar a partir do sexto semestre",6
2543,Período de Disciplina,cdd é ministrada em qual semestre do curso?,,"cdd é uma optativa, então você poderá cursar a partir do semestre 6",8
2544,Período de Disciplina,Em qual semestre posso cursar cdd?,,"cdd é uma optativa, então você poderá cursar a partir do sexto semestre",6
2545,Período de Disciplina,Ciência de Dados Descritiva é de qual período?,,De acordo com o Plano Pedagógico do Curso Ciência de Dados Descritiva é uma optativa então você poderá cursar a partir do período 6,8
2546,Período de Disciplina,Qual o semestre de Ciência de Dados Descritiva,,De acordo com o Plano Pedagógico do Curso Ciência de Dados Descritiva é uma optativa então você poderá cursar a partir do sexto período,8
2547,Período de Disciplina,CDD é de qual período?,,De acordo com o Plano Pedagógico do Curso CDD é uma optativa então você poderá cursar a partir do período 6,5
2548,Período de Disciplina,Qual o semestre de CDD,,De acordo com o Plano Pedagógico do Curso CDD é uma optativa então você poderá cursar a partir do sexto período,5
2549,Período de Disciplina,cdd é de qual período?,,De acordo com o Plano Pedagógico do Curso cdd é uma optativa então você poderá cursar a partir do período 6,5
2550,Período de Disciplina,Qual o semestre de cdd,,De acordo com o Plano Pedagógico do Curso cdd é uma optativa então você poderá cursar a partir do sexto período,5
2551,Período de Disciplina,Ciência de Dados Preditiva é de qual período?,,"Ciência de Dados Preditiva é uma optativa, então você poderá cursar a partir do período 6",8
2552,Período de Disciplina,"De acordo com o fluxograma, Ciência de Dados Preditiva é de qual período?",,"Ciência de Dados Preditiva é uma optativa, então você poderá cursar a partir do sexto período",13
2553,Período de Disciplina,CDP é de qual período?,,"CDP é uma optativa, então você poderá cursar a partir do período 6",5
2554,Período de Disciplina,"De acordo com o fluxograma, CDP é de qual período?",,"CDP é uma optativa, então você poderá cursar a partir do sexto período",10
2555,Período de Disciplina,cdp é de qual período?,,"cdp é uma optativa, então você poderá cursar a partir do período 6",5
2556,Período de Disciplina,"De acordo com o fluxograma, cdp é de qual período?",,"cdp é uma optativa, então você poderá cursar a partir do sexto período",10
2557,Período de Disciplina,Qual o semestre de Ciência de Dados Preditiva,,"Ciência de Dados Preditiva é uma optativa, então você poderá cursar a partir do semestre 6",8
2558,Período de Disciplina,Ciência de Dados Preditiva é ministrada em qual semestre do curso?,,"Ciência de Dados Preditiva é uma optativa, então você poderá cursar a partir do sexto semestre",11
2559,Período de Disciplina,Qual o semestre de CDP,,"CDP é uma optativa, então você poderá cursar a partir do semestre 6",5
2560,Período de Disciplina,CDP é ministrada em qual semestre do curso?,,"CDP é uma optativa, então você poderá cursar a partir do sexto semestre",8
2561,Período de Disciplina,Qual o semestre de cdp,,"cdp é uma optativa, então você poderá cursar a partir do semestre 6",5
2562,Período de Disciplina,cdp é ministrada em qual semestre do curso?,,"cdp é uma optativa, então você poderá cursar a partir do sexto semestre",8
2563,Período de Disciplina,Em qual período eu curso Ciência de Dados Preditiva,,De acordo com o Plano Pedagógico do Curso Ciência de Dados Preditiva é uma optativa então você poderá cursar a partir do período 6,9
2564,Período de Disciplina,Em qual semestre posso cursar Ciência de Dados Preditiva?,,De acordo com o Plano Pedagógico do Curso Ciência de Dados Preditiva é uma optativa então você poderá cursar a partir do sexto período,9
2565,Período de Disciplina,Em qual período eu curso CDP,,De acordo com o Plano Pedagógico do Curso CDP é uma optativa então você poderá cursar a partir do período 6,6
2566,Período de Disciplina,Em qual semestre posso cursar CDP?,,De acordo com o Plano Pedagógico do Curso CDP é uma optativa então você poderá cursar a partir do sexto período,6
2567,Período de Disciplina,Em qual período eu curso cdp,,De acordo com o Plano Pedagógico do Curso cdp é uma optativa então você poderá cursar a partir do período 6,6
2568,Período de Disciplina,Em qual semestre posso cursar cdp?,,De acordo com o Plano Pedagógico do Curso cdp é uma optativa então você poderá cursar a partir do sexto período,6
